1784081754.008565, Memory stream pilot, pipeline, prepare, start, 6200819846731552
1784081754.008741, Memory stream pilot, CPU memory stream, prepare, start, 6200819846803648
1784081754.026168, Memory stream pilot, CPU memory stream, prepare, end, 6200819864243080
1784081754.026235, Memory stream pilot, pipeline, prepare, end, 6200819864297256
1784081754.027252, Memory stream pilot, pipeline - train, run, start, 88328308365101363873813489341542162672, 1784081754.027181, 1, 1, 6200819865332138
1784081754.027491, Memory stream pilot, CPU memory stream, run, start, 6200819865573434
1784081754.142295, Memory stream pilot, CPU memory stream, run, end, 6200819980382472
1784081754.142399, Memory stream pilot, pipeline - train, run, end, 88328308365101363873813489341542162672, 1784081754.027181, 1, 1, 6200819980480296
1784081754.144075, Memory stream pilot, pipeline - train, run, start, 339667322834581685148043036005436547344, 1784081754.143898, 2, 1, 6200819982168346
1784081754.144498, Memory stream pilot, CPU memory stream, run, start, 6200819982568139
1784081754.246586, Memory stream pilot, CPU memory stream, run, end, 6200820084660647
1784081754.247321, Memory stream pilot, pipeline - train, run, end, 339667322834581685148043036005436547344, 1784081754.143898, 2, 1, 6200820085443784
1784081754.248469, Memory stream pilot, pipeline - train, run, start, 54210210695052612210141810125105375482, 1784081754.248274, 3, 1, 6200820086560969
1784081754.248804, Memory stream pilot, CPU memory stream, run, start, 6200820086873594
1784081754.350573, Memory stream pilot, CPU memory stream, run, end, 6200820188649957
1784081754.351300, Memory stream pilot, pipeline - train, run, end, 54210210695052612210141810125105375482, 1784081754.248274, 3, 1, 6200820189417766
1784081754.352030, Memory stream pilot, pipeline - train, run, start, 320298442982834782585623627481405368279, 1784081754.351876, 4, 1, 6200820190111879
1784081754.352228, Memory stream pilot, CPU memory stream, run, start, 6200820190291559
1784081754.453908, Memory stream pilot, CPU memory stream, run, end, 6200820291985427
1784081754.454622, Memory stream pilot, pipeline - train, run, end, 320298442982834782585623627481405368279, 1784081754.351876, 4, 1, 6200820292739012
1784081754.455639, Memory stream pilot, pipeline - train, run, start, 265591263595148107270981378310278817294, 1784081754.455373, 5, 1, 6200820293739429
1784081754.455971, Memory stream pilot, CPU memory stream, run, start, 6200820294040822
1784081754.557798, Memory stream pilot, CPU memory stream, run, end, 6200820395879441
1784081754.558503, Memory stream pilot, pipeline - train, run, end, 265591263595148107270981378310278817294, 1784081754.455373, 5, 1, 6200820396614946
1784081754.559550, Memory stream pilot, pipeline - train, run, start, 205492330150452494655246881294153673113, 1784081754.559283, 6, 1, 6200820397650068
1784081754.559997, Memory stream pilot, CPU memory stream, run, start, 6200820398068132
1784081754.661715, Memory stream pilot, CPU memory stream, run, end, 6200820499794944
1784081754.662417, Memory stream pilot, pipeline - train, run, end, 205492330150452494655246881294153673113, 1784081754.559283, 6, 1, 6200820500516065
1784081754.663188, Memory stream pilot, pipeline - train, run, start, 225230276597377166562414424568788381058, 1784081754.663023, 7, 1, 6200820501267762
1784081754.663482, Memory stream pilot, CPU memory stream, run, start, 6200820501550770
1784081754.765256, Memory stream pilot, CPU memory stream, run, end, 6200820603335006
1784081754.766021, Memory stream pilot, pipeline - train, run, end, 225230276597377166562414424568788381058, 1784081754.663023, 7, 1, 6200820604134191
1784081754.767079, Memory stream pilot, pipeline - train, run, start, 163986806122714163794481290414372760648, 1784081754.766801, 8, 1, 6200820605179377
1784081754.767467, Memory stream pilot, CPU memory stream, run, start, 6200820605537121
1784081754.869300, Memory stream pilot, CPU memory stream, run, end, 6200820707380925
1784081754.869827, Memory stream pilot, pipeline - train, run, end, 163986806122714163794481290414372760648, 1784081754.766801, 8, 1, 6200820707922621
1784081754.870579, Memory stream pilot, pipeline - train, run, start, 301232981590655462644763813254305803445, 1784081754.870412, 9, 1, 6200820708661502
1784081754.870883, Memory stream pilot, CPU memory stream, run, start, 6200820708953215
1784081754.972588, Memory stream pilot, CPU memory stream, run, end, 6200820810668602
1784081754.973302, Memory stream pilot, pipeline - train, run, end, 301232981590655462644763813254305803445, 1784081754.870412, 9, 1, 6200820811415659
1784081754.974402, Memory stream pilot, pipeline - train, run, start, 31833074013862040861603933105589536694, 1784081754.974140, 10, 1, 6200820812501693
1784081754.974819, Memory stream pilot, CPU memory stream, run, start, 6200820812888269
1784081755.076646, Memory stream pilot, CPU memory stream, run, end, 6200820914725913
1784081755.077412, Memory stream pilot, pipeline - train, run, end, 31833074013862040861603933105589536694, 1784081754.974140, 10, 1, 6200820915532058
1784081755.078496, Memory stream pilot, pipeline - train, run, start, 246641019126113107102150511292696519530, 1784081755.078229, 11, 1, 6200820916596556
1784081755.078962, Memory stream pilot, CPU memory stream, run, start, 6200820917030860
1784081755.180547, Memory stream pilot, CPU memory stream, run, end, 6200821018626680
1784081755.181268, Memory stream pilot, pipeline - train, run, end, 246641019126113107102150511292696519530, 1784081755.078229, 11, 1, 6200821019379081
1784081755.181885, Memory stream pilot, pipeline - train, run, start, 238341951848840667216767622957486326932, 1784081755.181728, 12, 1, 6200821019965930
1784081755.182103, Memory stream pilot, CPU memory stream, run, start, 6200821020165946
1784081755.283551, Memory stream pilot, CPU memory stream, run, end, 6200821121628517
1784081755.284274, Memory stream pilot, pipeline - train, run, end, 238341951848840667216767622957486326932, 1784081755.181728, 12, 1, 6200821122389078
1784081755.284967, Memory stream pilot, pipeline - train, run, start, 293870047265786283744360633404404908101, 1784081755.284788, 13, 1, 6200821123048551
1784081755.285265, Memory stream pilot, CPU memory stream, run, start, 6200821123335287
1784081755.387193, Memory stream pilot, CPU memory stream, run, end, 6200821225272643
1784081755.387993, Memory stream pilot, pipeline - train, run, end, 293870047265786283744360633404404908101, 1784081755.284788, 13, 1, 6200821226113348
1784081755.389114, Memory stream pilot, pipeline - train, run, start, 151958198873835774160618785170072625200, 1784081755.388842, 14, 1, 6200821227214582
1784081755.389564, Memory stream pilot, CPU memory stream, run, start, 6200821227633415
1784081755.491412, Memory stream pilot, CPU memory stream, run, end, 6200821329490514
1784081755.492173, Memory stream pilot, pipeline - train, run, end, 151958198873835774160618785170072625200, 1784081755.388842, 14, 1, 6200821330289395
1784081755.493278, Memory stream pilot, pipeline - train, run, start, 125814915826425525973665453544450843583, 1784081755.493010, 15, 1, 6200821331380213
1784081755.493744, Memory stream pilot, CPU memory stream, run, start, 6200821331812054
1784081755.595575, Memory stream pilot, CPU memory stream, run, end, 6200821433653585
1784081755.596400, Memory stream pilot, pipeline - train, run, end, 125814915826425525973665453544450843583, 1784081755.493010, 15, 1, 6200821434518450
1784081755.597497, Memory stream pilot, pipeline - train, run, start, 268123321648746117981221022921302711647, 1784081755.597227, 16, 1, 6200821435599364
1784081755.597991, Memory stream pilot, CPU memory stream, run, start, 6200821436062613
1784081755.699764, Memory stream pilot, CPU memory stream, run, end, 6200821537842976
1784081755.700540, Memory stream pilot, pipeline - train, run, end, 268123321648746117981221022921302711647, 1784081755.597227, 16, 1, 6200821538663473
1784081755.701424, Memory stream pilot, pipeline - train, run, start, 147808371894548404126174876652198523788, 1784081755.701251, 17, 1, 6200821539508739
1784081755.701840, Memory stream pilot, CPU memory stream, run, start, 6200821539910931
1784081755.803395, Memory stream pilot, CPU memory stream, run, end, 6200821641474702
1784081755.804108, Memory stream pilot, pipeline - train, run, end, 147808371894548404126174876652198523788, 1784081755.701251, 17, 1, 6200821642222559
1784081755.805120, Memory stream pilot, pipeline - train, run, start, 264035273391985000805287169574852978508, 1784081755.804852, 18, 1, 6200821643218705
1784081755.805464, Memory stream pilot, CPU memory stream, run, start, 6200821643533057
1784081755.907213, Memory stream pilot, CPU memory stream, run, end, 6200821745293437
1784081755.908004, Memory stream pilot, pipeline - train, run, end, 264035273391985000805287169574852978508, 1784081755.804852, 18, 1, 6200821746122542
1784081755.909084, Memory stream pilot, pipeline - train, run, start, 240992923565595483605962516388022588104, 1784081755.908815, 19, 1, 6200821747183231
1784081755.909537, Memory stream pilot, CPU memory stream, run, start, 6200821747606656
1784081756.011207, Memory stream pilot, CPU memory stream, run, end, 6200821849286844
1784081756.011698, Memory stream pilot, pipeline - train, run, end, 240992923565595483605962516388022588104, 1784081755.908815, 19, 1, 6200821849817884
1784081756.012579, Memory stream pilot, pipeline - train, run, start, 173594076422081231647501740819022209234, 1784081756.012354, 20, 1, 6200821850669181
1784081756.013011, Memory stream pilot, CPU memory stream, run, start, 6200821851080622
1784081756.114714, Memory stream pilot, CPU memory stream, run, end, 6200821952793162
1784081756.115409, Memory stream pilot, pipeline - train, run, end, 173594076422081231647501740819022209234, 1784081756.012354, 20, 1, 6200821953523659
1784081756.116462, Memory stream pilot, pipeline - train, run, start, 83510329811976700026274868215436022752, 1784081756.116199, 21, 1, 6200821954564636
1784081756.116943, Memory stream pilot, CPU memory stream, run, start, 6200821955018813
1784081756.218615, Memory stream pilot, CPU memory stream, run, end, 6200822056696408
1784081756.219332, Memory stream pilot, pipeline - train, run, end, 83510329811976700026274868215436022752, 1784081756.116199, 21, 1, 6200822057432393
1784081756.220120, Memory stream pilot, pipeline - train, run, start, 242391972686440087636329761700732401195, 1784081756.219919, 22, 1, 6200822058213594
1784081756.220475, Memory stream pilot, CPU memory stream, run, start, 6200822058545851
1784081756.322100, Memory stream pilot, CPU memory stream, run, end, 6200822160179943
1784081756.322469, Memory stream pilot, pipeline - train, run, end, 242391972686440087636329761700732401195, 1784081756.219919, 22, 1, 6200822160561767
1784081756.323074, Memory stream pilot, pipeline - train, run, start, 141187741847777472297236698099913448940, 1784081756.322917, 23, 1, 6200822161155752
1784081756.323493, Memory stream pilot, CPU memory stream, run, start, 6200822161567240
1784081756.425360, Memory stream pilot, CPU memory stream, run, end, 6200822263443668
1784081756.426126, Memory stream pilot, pipeline - train, run, end, 141187741847777472297236698099913448940, 1784081756.322917, 23, 1, 6200822264247109
1784081756.426925, Memory stream pilot, pipeline - train, run, start, 261380012113771493782418269100231460238, 1784081756.426761, 24, 1, 6200822265024886
1784081756.427315, Memory stream pilot, CPU memory stream, run, start, 6200822265383543
1784081756.528881, Memory stream pilot, CPU memory stream, run, end, 6200822366960498
1784081756.529462, Memory stream pilot, pipeline - train, run, end, 261380012113771493782418269100231460238, 1784081756.426761, 24, 1, 6200822367556243
1784081756.530095, Memory stream pilot, pipeline - train, run, start, 81520999624425294943194305696181135991, 1784081756.529926, 25, 1, 6200822368176356
1784081756.530401, Memory stream pilot, CPU memory stream, run, start, 6200822368472277
1784081756.632108, Memory stream pilot, CPU memory stream, run, end, 6200822470188608
1784081756.632712, Memory stream pilot, pipeline - train, run, end, 81520999624425294943194305696181135991, 1784081756.529926, 25, 1, 6200822470807633
1784081756.633707, Memory stream pilot, pipeline - train, run, start, 33842320724048312553310241203064095582, 1784081756.633545, 26, 1, 6200822471791634
1784081756.634064, Memory stream pilot, CPU memory stream, run, start, 6200822472133603
1784081756.735886, Memory stream pilot, CPU memory stream, run, end, 6200822573963919
1784081756.736617, Memory stream pilot, pipeline - train, run, end, 33842320724048312553310241203064095582, 1784081756.633545, 26, 1, 6200822574734944
1784081756.737689, Memory stream pilot, pipeline - train, run, start, 151483375525763368600874496638427023417, 1784081756.737428, 27, 1, 6200822575791393
1784081756.738191, Memory stream pilot, CPU memory stream, run, start, 6200822576259730
1784081756.840071, Memory stream pilot, CPU memory stream, run, end, 6200822678149774
1784081756.840461, Memory stream pilot, pipeline - train, run, end, 151483375525763368600874496638427023417, 1784081756.737428, 27, 1, 6200822678581166
1784081756.841296, Memory stream pilot, pipeline - train, run, start, 197829228931192862033864436810621319717, 1784081756.841122, 28, 1, 6200822679376479
1784081756.841586, Memory stream pilot, CPU memory stream, run, start, 6200822679655008
1784081756.943349, Memory stream pilot, CPU memory stream, run, end, 6200822781427260
