1787079102.459929, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, start, 9198168298127175
1787079102.462064, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, end, 9198168300131160
1787079102.462509, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, start, 142360363931004566904043732781446790945, 1787079102.462437, 1, 1, 9198168300572361
1787079102.462699, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, start, 9198168300761897
1787079102.462736, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, end, 9198168300796457
1787079102.462863, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, start, 9198168300924009
1787079102.463348, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, end, 9198168301409897
1787079102.463504, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, start, 9198168301565945
1787079102.463993, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, end, 9198168302054346
1787079102.464131, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, start, 9198168302192074
1787079102.464612, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, end, 9198168302673098
1787079102.464750, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, start, 9198168302810682
1787079102.465286, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, end, 9198168303347658
1787079102.465413, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, start, 9198168303473850
1787079102.465850, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, end, 9198168303911467
1787079102.465986, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, start, 9198168304047435
1787079102.466501, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, end, 9198168304562171
1787079102.466638, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, start, 9198168304698955
1787079102.467097, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, end, 9198168305158348
1787079102.467219, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, start, 9198168305280812
1787079102.467645, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, end, 9198168305705340
1787079102.467774, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, start, 9198168305836156
1787079102.468226, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, end, 9198168306288188
1787079102.468350, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, end, 142360363931004566904043732781446790945, 1787079102.462437, 1, 1, 9198168306411948
1787079102.468527, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, start, 225627816641743114419263147830347814185, 1787079102.468472, 2, 1, 9198168306588157
1787079102.468791, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, start, 9198168306852717
1787079102.468822, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, end, 9198168306881597
1787079102.468958, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, start, 9198168307018429
1787079102.469040, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, end, 9198168307099725
1787079102.469187, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, start, 9198168307247421
