1787668329.808420, NoOp Chain Depth 5 Size 0 Mode ref, pipeline, prepare, start, 216506731791208
1787668329.809326, NoOp Chain Depth 5 Size 0 Mode ref, pipeline, prepare, end, 216506732435041
1787668329.809757, NoOp Chain Depth 5 Size 0 Mode ref, pipeline - train, run, start, 17488454230667689658119033645397409174, 1787668329.809700, 1, 1, 216506732865583
1787668329.809855, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 0, run, start, 216506732963041
1787668329.809920, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 0, run, end, 216506733025375
1787668329.809981, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 1, run, start, 216506733085250
1787668329.810070, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 1, run, end, 216506733173833
1787668329.810130, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 2, run, start, 216506733235958
1787668329.810224, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 2, run, end, 216506733330791
1787668329.810280, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 3, run, start, 216506733383541
1787668329.810381, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 3, run, end, 216506733487708
1787668329.810449, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 4, run, start, 216506733554333
1787668329.810521, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 4, run, end, 216506733625541
1787668329.810577, NoOp Chain Depth 5 Size 0 Mode ref, pipeline - train, run, end, 17488454230667689658119033645397409174, 1787668329.809700, 1, 1, 216506733680875
1787668329.810723, NoOp Chain Depth 5 Size 0 Mode ref, pipeline - train, run, start, 267908626365457375253524892031227286088, 1787668329.810690, 2, 1, 216506733827416
1787668329.810785, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 0, run, start, 216506733890333
1787668329.810839, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 0, run, end, 216506733942750
1787668329.810886, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 1, run, start, 216506733989625
1787668329.810968, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 1, run, end, 216506734074125
1787668329.811028, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 2, run, start, 216506734132833
1787668329.811145, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 2, run, end, 216506734249750
1787668329.811199, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 3, run, start, 216506734313375
1787668329.811315, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 3, run, end, 216506734420958
1787668329.811437, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 4, run, start, 216506734545791
1787668329.811527, NoOp Chain Depth 5 Size 0 Mode ref, Ref Stage 4, run, end, 216506734631916
