1787729889.631113, NoOp Chain Depth 128 Size 0 Mode ref, pipeline, prepare, start, 9848955469658328
1787729889.641191, NoOp Chain Depth 128 Size 0 Mode ref, pipeline, prepare, end, 9848955479262131
1787729889.641740, NoOp Chain Depth 128 Size 0 Mode ref, pipeline - train, run, start, 31777038976128348329777366304834691546, 1787729889.641637, 1, 1, 9848955479807411
1787729889.641862, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 0, run, start, 9848955479926146
1787729889.641934, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 0, run, end, 9848955479994946
1787729889.641974, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 1, run, start, 9848955480039970
1787729889.642029, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 1, run, end, 9848955480090802
1787729889.642062, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 2, run, start, 9848955480123906
1787729889.642099, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 2, run, end, 9848955480159282
1787729889.642126, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 3, run, start, 9848955480188114
1787729889.642162, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 3, run, end, 9848955480221874
1787729889.642187, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 4, run, start, 9848955480248450
1787729889.642221, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 4, run, end, 9848955480280482
1787729889.642244, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 5, run, start, 9848955480305650
1787729889.642277, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 5, run, end, 9848955480336418
1787729889.642300, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 6, run, start, 9848955480361442
1787729889.642334, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 6, run, end, 9848955480393282
1787729889.642356, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 7, run, start, 9848955480417698
1787729889.642388, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 7, run, end, 9848955480447666
1787729889.642411, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 8, run, start, 9848955480471314
1787729889.642442, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 8, run, end, 9848955480500978
1787729889.642464, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 9, run, start, 9848955480525378
1787729889.642495, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 9, run, end, 9848955480554994
1787729889.642518, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 10, run, start, 9848955480579314
1787729889.642552, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 10, run, end, 9848955480611266
1787729889.642574, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 11, run, start, 9848955480635282
1787729889.642606, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 11, run, end, 9848955480666226
1787729889.642631, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 12, run, start, 9848955480692242
1787729889.642663, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 12, run, end, 9848955480722274
1787729889.642685, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 13, run, start, 9848955480746866
1787729889.642723, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 13, run, end, 9848955480782530
1787729889.642746, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 14, run, start, 9848955480807458
1787729889.642778, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 14, run, end, 9848955480837906
1787729889.642802, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 15, run, start, 9848955480863026
1787729889.642833, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 15, run, end, 9848955480892642
1787729889.642855, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 16, run, start, 9848955480916402
1787729889.642886, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 16, run, end, 9848955480945762
1787729889.642909, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 17, run, start, 9848955480970018
1787729889.642942, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 17, run, end, 9848955481004194
1787729889.644809, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 18, run, start, 9848955482872561
1787729889.644879, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 18, run, end, 9848955482939073
1787729889.644926, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 19, run, start, 9848955482985617
1787729889.644966, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 19, run, end, 9848955483025697
1787729889.645025, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 20, run, start, 9848955483087073
1787729889.645078, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 20, run, end, 9848955483138257
1787729889.645116, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 21, run, start, 9848955483176241
1787729889.645154, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 21, run, end, 9848955483213105
1787729889.645205, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 22, run, start, 9848955483265137
1787729889.645230, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 22, run, end, 9848955483289665
1787729889.645272, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 23, run, start, 9848955483331521
1787729889.645296, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 23, run, end, 9848955483355521
1787729889.645339, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 24, run, start, 9848955483398769
1787729889.645364, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 24, run, end, 9848955483422785
1787729889.645404, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 25, run, start, 9848955483463889
1787729889.645428, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 25, run, end, 9848955483487473
1787729889.645470, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 26, run, start, 9848955483529537
1787729889.645495, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 26, run, end, 9848955483554161
1787729889.645536, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 27, run, start, 9848955483595968
1787729889.645561, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 27, run, end, 9848955483620160
1787729889.645601, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 28, run, start, 9848955483661024
1787729889.645625, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 28, run, end, 9848955483684432
1787729889.645665, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 29, run, start, 9848955483724848
1787729889.645689, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 29, run, end, 9848955483748880
1787729889.645730, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 30, run, start, 9848955483790240
1787729889.645755, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 30, run, end, 9848955483814080
1787729889.645795, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 31, run, start, 9848955483854992
1787729889.645819, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 31, run, end, 9848955483878352
1787729889.645859, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 32, run, start, 9848955483918848
