1782444495.075835, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline, prepare, start, 135097076780666
1782444495.114981, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline, prepare, end, 135097115868333
1782444495.115483, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 52353370858790664407516041505043806476, 1782444495.115456, 1, 1, 135097116361833
1782444495.115567, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 135097116444416
1782444495.115738, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 135097116612333
1782444495.115768, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 135097116642708
1782444495.115875, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 135097116748208
1782444495.115902, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 135097116777000
1782444495.116007, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 135097116881208
1782444495.116035, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 135097116907375
1782444495.116112, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 135097116984291
1782444495.116148, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 135097117020708
1782444495.116190, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 135097117062166
1782444495.116225, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 135097117097083
1782444495.116266, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 135097117138000
1782444495.116297, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 135097117169458
1782444495.116338, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 135097117209875
1782444495.116364, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 135097117236041
1782444495.116437, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 135097117309291
1782444495.116470, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 135097117342375
1782444495.116518, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 135097117390083
1782444495.116550, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 135097117422333
1782444495.116590, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 135097117462333
1782444495.116621, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 52353370858790664407516041505043806476, 1782444495.115456, 1, 1, 135097117493291
1782444495.116691, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 263547438074791658115712056971425182815, 1782444495.116677, 2, 1, 135097117563416
1782444495.116731, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 135097117603208
1782444495.116772, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 135097117644083
1782444495.116803, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 135097117674583
1782444495.116842, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 135097117713791
1782444495.116872, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 135097117743666
1782444495.116910, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 135097117782416
1782444495.116940, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 135097117811916
1782444495.116983, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 135097117854416
1782444495.117013, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 135097117890458
1782444495.117140, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 135097118014500
1782444495.117171, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 135097118045083
1782444495.117257, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 135097118130500
1782444495.117297, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 135097118169916
1782444495.117347, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 135097118219708
1782444495.117368, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 135097118240833
1782444495.117435, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 135097118307166
1782444495.117465, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 135097118336583
1782444495.117502, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 135097118374875
1782444495.117524, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 135097118396791
1782444495.117590, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 135097118462333
1782444495.117621, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 263547438074791658115712056971425182815, 1782444495.116677, 2, 1, 135097118492958
1782444495.117687, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 163393668340946354092545493278022758149, 1782444495.117673, 3, 1, 135097118560791
1782444495.117727, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 135097118599625
1782444495.117766, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 135097118638583
1782444495.117796, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 135097118668250
