1782444521.092683, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, start, 135123093753458
1782444521.134770, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, end, 135123135774333
1782444521.135248, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, start, 133264043927667115993448830108198996331, 1782444521.135223, 1, 1, 135123136248291
1782444521.135344, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, start, 135123136338083
1782444521.135406, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, end, 135123136397750
1782444521.135432, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, start, 135123136425541
1782444521.135874, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, end, 135123136866958
1782444521.135906, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, start, 135123136901333
1782444521.136275, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, end, 135123137267416
1782444521.136301, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, start, 135123137293375
1782444521.136604, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, end, 135123137595708
1782444521.136627, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, start, 135123137619000
1782444521.136756, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, end, 135123137746916
1782444521.136786, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, start, 135123137776708
1782444521.136978, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, end, 135123137969333
1782444521.137008, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, start, 135123137998791
1782444521.137132, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, end, 135123138122083
1782444521.137159, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, start, 135123138149208
1782444521.137303, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, end, 135123138293125
1782444521.137330, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, start, 135123138320083
1782444521.137432, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, end, 135123138422333
1782444521.137459, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, start, 135123138449875
1782444521.137559, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, end, 135123138548791
1782444521.137585, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, end, 133264043927667115993448830108198996331, 1782444521.135223, 1, 1, 135123138576041
