1787757810.256434, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline, prepare, start, 9876876095071867
1787757810.258354, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline, prepare, end, 9876876096421324
1787757810.258920, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 106082270267257943465292147948809040628, 1787757810.258817, 1, 1, 9876876096984908
1787757810.265161, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, end, 106082270267257943465292147948809040628, 1787757810.258817, 1, 1, 9876876103232655
1787757810.265296, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 88106060695460571317095271776732333700, 1787757810.265265, 2, 1, 9876876103360223
1787757810.266654, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, end, 88106060695460571317095271776732333700, 1787757810.265265, 2, 1, 9876876104720719
1787757810.266779, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 135600119976919424796763047052663305605, 1787757810.266733, 3, 1, 9876876104845968
1787757810.269181, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, end, 135600119976919424796763047052663305605, 1787757810.266733, 3, 1, 9876876107251953
1787757810.269299, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 163812878117469944508139399371702152364, 1787757810.269271, 4, 1, 9876876107361361
1787757810.270351, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, end, 163812878117469944508139399371702152364, 1787757810.269271, 4, 1, 9876876108415281
1787757810.270466, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 242695304158316142599963482985972129887, 1787757810.270415, 5, 1, 9876876108529937
1787757810.271539, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, end, 242695304158316142599963482985972129887, 1787757810.270415, 5, 1, 9876876109605522
1787757810.271653, NoOp Chain Depth 10 Size 1048576 Mode copy nolog, pipeline - train, run, start, 167791837146093288906672690029969011438, 1787757810.271627, 6, 1, 9876876109714466
