1787036743.684509, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, start, 337670144028541
1787036743.686971, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, end, 337670146050791
1787036743.687936, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 303796203016267701067944994606771951879, 1787036743.687819, 1, 1, 337670147051916
1787036743.688250, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 337670147328583
1787036743.688390, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 337670147457666
1787036743.688460, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 337670147533625
1787036743.694210, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 337670153277250
1787036743.694265, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 337670153332416
1787036743.697853, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 337670156918875
1787036743.697897, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 337670156962833
1787036743.700577, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 337670159640666
1787036743.700628, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 337670159692000
1787036743.703010, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 337670162073416
1787036743.703047, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 337670162110500
1787036743.705402, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 337670164465125
1787036743.705434, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 337670164497458
1787036743.707905, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 337670166967583
1787036743.707940, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 337670167003208
1787036743.710271, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 337670169333666
1787036743.710306, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 337670169368958
1787036743.712613, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 337670171676625
1787036743.712647, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 337670171710833
1787036743.715052, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 337670174114958
1787036743.715076, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 303796203016267701067944994606771951879, 1787036743.687819, 1, 1, 337670174142208
1787036743.715170, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 322954388831562192048105082656940480250, 1787036743.715147, 2, 1, 337670174232875
1787036743.715218, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 337670174281125
1787036743.715256, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 337670174317041
1787036743.715284, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 337670174345666
1787036743.717185, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 337670176247041
1787036743.717216, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 337670176277500
1787036743.720156, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 337670179217625
1787036743.720314, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 337670179404416
1787036743.723543, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 337670182608666
1787036743.723612, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 337670182684416
1787036743.726711, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 337670185774333
1787036743.726779, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 337670185851333
1787036743.729568, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 337670188630000
1787036743.729643, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 337670188714583
1787036743.732722, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 337670191783666
1787036743.732763, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 337670191833166
1787036743.735618, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 337670194680458
