1787729740.645321, NoOp Chain Depth 32 Size 0 Mode ref, pipeline, prepare, start, 9848806483846671
1787729740.649139, NoOp Chain Depth 32 Size 0 Mode ref, pipeline, prepare, end, 9848806487209245
1787729740.649647, NoOp Chain Depth 32 Size 0 Mode ref, pipeline - train, run, start, 321108607444776950660011806016819295988, 1787729740.649596, 1, 1, 9848806487713341
1787729740.649755, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 0, run, start, 9848806487816317
1787729740.649794, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 0, run, end, 9848806487854397
1787729740.649814, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 1, run, start, 9848806487873997
1787729740.649839, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 1, run, end, 9848806487899133
1787729740.649871, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 2, run, start, 9848806487937165
1787729740.649932, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 2, run, end, 9848806487993965
1787729740.650204, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 3, run, start, 9848806488267149
1787729740.650244, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 3, run, end, 9848806488305037
1787729740.650482, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 4, run, start, 9848806488543901
1787729740.650518, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 4, run, end, 9848806488577933
1787729740.650543, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 5, run, start, 9848806488604525
1787729740.650578, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 5, run, end, 9848806488638173
1787729740.650603, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 6, run, start, 9848806488664029
1787729740.650637, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 6, run, end, 9848806488696844
1787729740.650661, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 7, run, start, 9848806488722060
1787729740.650693, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 7, run, end, 9848806488752604
1787729740.650716, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 8, run, start, 9848806488777100
1787729740.650748, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 8, run, end, 9848806488807260
1787729740.650771, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 9, run, start, 9848806488832140
1787729740.650802, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 9, run, end, 9848806488861532
1787729740.650825, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 10, run, start, 9848806488886364
1787729740.650856, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 10, run, end, 9848806488915756
1787729740.650879, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 11, run, start, 9848806488940204
1787729740.650911, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 11, run, end, 9848806488970268
1787729740.650934, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 12, run, start, 9848806488994636
1787729740.651536, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 12, run, end, 9848806489597020
1787729740.651562, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 13, run, start, 9848806489623532
1787729740.651595, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 13, run, end, 9848806489654236
1787729740.651618, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 14, run, start, 9848806489679500
1787729740.651653, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 14, run, end, 9848806489712524
1787729740.651679, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 15, run, start, 9848806489739244
1787729740.651709, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 15, run, end, 9848806489768860
1787729740.651733, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 16, run, start, 9848806489793948
1787729740.651765, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 16, run, end, 9848806489824620
1787729740.651788, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 17, run, start, 9848806489848972
