1787670717.981558, NoOp Chain Depth 128 Size 0 Mode ref, pipeline, prepare, start, 218894903395333
1787670717.992564, NoOp Chain Depth 128 Size 0 Mode ref, pipeline, prepare, end, 218894914119875
1787670717.992921, NoOp Chain Depth 128 Size 0 Mode ref, pipeline - train, run, start, 118233374296144593635863009155362493633, 1787670717.992885, 1, 1, 218894914472750
1787670717.993121, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 0, run, start, 218894914669750
1787670717.993189, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 0, run, end, 218894914736625
1787670717.993327, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 1, run, start, 218894914874958
1787670717.993400, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 1, run, end, 218894914949000
1787670717.993494, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 2, run, start, 218894915049958
1787670717.993650, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 2, run, end, 218894915197291
1787670717.993738, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 3, run, start, 218894915288083
1787670717.993870, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 3, run, end, 218894915419083
1787670717.993911, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 4, run, start, 218894915456458
1787670717.994032, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 4, run, end, 218894915578208
1787670717.994086, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 5, run, start, 218894915638750
1787670717.994209, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 5, run, end, 218894915756625
1787670717.994297, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 6, run, start, 218894915844041
1787670717.994343, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 6, run, end, 218894915888000
1787670717.994373, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 7, run, start, 218894915918583
1787670717.994410, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 7, run, end, 218894915954666
1787670717.994459, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 8, run, start, 218894916012416
1787670717.994631, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 8, run, end, 218894916180791
1787670717.994733, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 9, run, start, 218894916283333
1787670717.994880, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 9, run, end, 218894916430916
1787670717.994933, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 10, run, start, 218894916481833
1787670717.995059, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 10, run, end, 218894916607208
1787670717.995097, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 11, run, start, 218894916643166
1787670717.995232, NoOp Chain Depth 128 Size 0 Mode ref, Ref Stage 11, run, end, 218894916780083
