1787733647.864941, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, start, 226714735618791
1787733647.865826, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, end, 226714736229375
1787733647.866067, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 199145816073497543977516982807314663703, 1787733647.866041, 1, 1, 226714736469083
1787733647.866113, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714736512333
1787733647.866147, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714736545791
1787733647.866171, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714736574500
1787733647.868474, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714738876416
1787733647.868508, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714738910333
1787733647.870101, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714740501750
1787733647.870129, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714740531583
1787733647.871499, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714741901208
1787733647.871529, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714741930916
1787733647.872843, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714743243500
1787733647.872868, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714743269708
1787733647.874040, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714744439291
1787733647.874063, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714744465250
1787733647.875272, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714745672125
1787733647.875306, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714745705041
1787733647.876430, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714746828750
1787733647.876471, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714746869208
1787733647.877599, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714747997916
1787733647.877623, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 226714748025166
1787733647.878856, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 226714749255958
1787733647.878962, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 199145816073497543977516982807314663703, 1787733647.866041, 1, 1, 226714749379333
1787733647.879112, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 204951571690159979058435204350715035734, 1787733647.879081, 2, 1, 226714749516750
1787733647.879181, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714749583083
1787733647.879236, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714749636000
1787733647.879263, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714749662208
1787733647.880297, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714750696250
1787733647.880319, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714750717958
1787733647.881697, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714752096041
1787733647.881725, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714752126416
1787733647.883039, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714753438958
1787733647.883063, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714753465458
1787733647.884300, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714754700583
1787733647.884323, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714754723291
1787733647.885436, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714755835708
1787733647.885460, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714755863500
1787733647.886625, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714757024000
1787733647.886646, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714757044708
1787733647.887818, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714758217000
1787733647.887842, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714758240958
1787733647.889003, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714759401625
1787733647.889154, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 226714759553708
1787733647.890867, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 226714761265458
1787733647.890900, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 204951571690159979058435204350715035734, 1787733647.879081, 2, 1, 226714761302708
1787733647.890975, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 176134167291214489499924940317686145094, 1787733647.890952, 3, 1, 226714761375500
1787733647.891016, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714761415666
1787733647.891046, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714761444583
1787733647.891069, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714761468000
1787733647.892509, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714762907375
1787733647.892531, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714762930875
1787733647.893625, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714764023958
1787733647.893651, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714764053291
1787733647.894864, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714765264916
1787733647.894895, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714765293625
1787733647.896030, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714766429333
1787733647.896063, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714766465208
1787733647.897370, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714767771083
1787733647.897401, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714767804500
1787733647.898532, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714768933166
1787733647.898564, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714768963833
1787733647.899753, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714770155500
1787733647.899786, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714770185541
1787733647.900958, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714771357625
1787733647.901076, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 226714771477833
1787733647.902834, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 226714773235041
1787733647.902862, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 176134167291214489499924940317686145094, 1787733647.890952, 3, 1, 226714773261958
1787733647.902923, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 161425527168439590091935186108087790826, 1787733647.902904, 4, 1, 226714773322458
1787733647.902955, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714773354500
1787733647.902982, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714773380208
1787733647.903001, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714773399708
1787733647.904467, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714774866083
1787733647.904536, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714774960208
1787733647.905936, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714776336125
1787733647.905983, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714776388708
1787733647.907401, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714777813083
1787733647.907445, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714777844416
1787733647.908700, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714779103583
1787733647.908754, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714779158750
1787733647.910197, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714780598041
1787733647.910224, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714780623291
1787733647.911446, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714781845666
1787733647.911472, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714781871125
1787733647.912545, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714782943583
1787733647.912567, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714782970125
1787733647.913695, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714784095916
1787733647.913837, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 226714784236333
1787733647.915442, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 226714785841375
1787733647.915470, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 161425527168439590091935186108087790826, 1787733647.902904, 4, 1, 226714785869125
1787733647.915529, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 138864726691596125925499835377669085941, 1787733647.915506, 5, 1, 226714785928333
1787733647.915562, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714785964208
1787733647.915592, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714785991291
1787733647.915611, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714786010333
1787733647.917064, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714787463583
1787733647.917087, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714787486416
1787733647.918162, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714788561708
1787733647.918190, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714788592750
1787733647.919290, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714789690791
1787733647.919316, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714789714833
1787733647.920475, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714790874750
1787733647.920506, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714790908291
1787733647.921687, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714792087958
1787733647.921713, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714792112500
1787733647.922922, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714793321625
1787733647.922952, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714793354666
1787733647.924180, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714794580916
1787733647.924204, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714794604708
1787733647.925358, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714795759250
1787733647.925503, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 226714795902500
1787733647.927144, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 226714797544208
1787733647.927169, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 138864726691596125925499835377669085941, 1787733647.915506, 5, 1, 226714797569916
1787733647.927246, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 210721164519755037474911951322588853307, 1787733647.927222, 6, 1, 226714797646166
1787733647.927283, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 226714797683250
1787733647.927313, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 226714797712833
1787733647.927338, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 226714797737916
1787733647.928779, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 226714799178833
1787733647.928801, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 226714799205000
1787733647.930027, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 226714800429208
1787733647.930061, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 226714800461625
1787733647.931285, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 226714801684750
1787733647.931312, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 226714801711208
1787733647.932408, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 226714802807791
1787733647.932429, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 226714802828958
1787733647.933712, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 226714804112000
1787733647.933738, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 226714804140166
1787733647.934961, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 226714805362083
1787733647.934986, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 226714805388916
1787733647.936187, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 226714806588250
1787733647.936221, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 226714806624791
1787733647.937389, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 226714807791500
