1787670340.505821, NoOp Chain Depth 64 Size 0 Mode ref, pipeline, prepare, start, 218517428127458
1787670340.511309, NoOp Chain Depth 64 Size 0 Mode ref, pipeline, prepare, end, 218517433366916
1787670340.511712, NoOp Chain Depth 64 Size 0 Mode ref, pipeline - train, run, start, 132399343005157100738775845684284458627, 1787670340.511660, 1, 1, 218517433766583
1787670340.511820, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 0, run, start, 218517433872625
1787670340.511885, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 0, run, end, 218517433935250
1787670340.511991, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 1, run, start, 218517434045291
1787670340.512096, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 1, run, end, 218517434147500
1787670340.512204, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 2, run, start, 218517434255833
1787670340.512260, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 2, run, end, 218517434309666
1787670340.512381, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 3, run, start, 218517434438333
1787670340.512520, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 3, run, end, 218517434574750
1787670340.512604, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 4, run, start, 218517434654625
1787670340.512748, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 4, run, end, 218517434800666
1787670340.512842, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 5, run, start, 218517434891916
1787670340.512961, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 5, run, end, 218517435015208
1787670340.513049, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 6, run, start, 218517435100041
1787670340.513172, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 6, run, end, 218517435224208
1787670340.513277, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 7, run, start, 218517435330166
1787670340.513374, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 7, run, end, 218517435425375
1787670340.513436, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 8, run, start, 218517435486208
1787670340.513539, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 8, run, end, 218517435591625
1787670340.513630, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 9, run, start, 218517435681375
1787670340.513747, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 9, run, end, 218517435799375
1787670340.513821, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 10, run, start, 218517435870916
1787670340.513929, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 10, run, end, 218517435982791
1787670340.514017, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 11, run, start, 218517436069333
1787670340.514101, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 11, run, end, 218517436150875
1787670340.514178, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 12, run, start, 218517436230416
1787670340.514277, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 12, run, end, 218517436327625
1787670340.514355, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 13, run, start, 218517436406375
1787670340.514465, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 13, run, end, 218517436514500
1787670340.514548, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 14, run, start, 218517436604208
1787670340.514672, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 14, run, end, 218517436725833
1787670340.514769, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 15, run, start, 218517436822500
1787670340.514868, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 15, run, end, 218517436918291
1787670340.514924, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 16, run, start, 218517436973833
1787670340.515002, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 16, run, end, 218517437051708
1787670340.515065, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 17, run, start, 218517437116291
1787670340.515136, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 17, run, end, 218517437186333
1787670340.515186, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 18, run, start, 218517437240000
1787670340.515307, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 18, run, end, 218517437357166
1787670340.515381, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 19, run, start, 218517437435750
1787670340.515514, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 19, run, end, 218517437568208
1787670340.515598, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 20, run, start, 218517437651750
1787670340.515706, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 20, run, end, 218517437757750
1787670340.515767, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 21, run, start, 218517437818041
1787670340.515838, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 21, run, end, 218517437888375
1787670340.515917, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 22, run, start, 218517437971708
