1787733481.735321, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline, prepare, start, 226548602621500
1787733481.736226, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline, prepare, end, 226548603228791
1787733481.736497, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 137272569046331521932097099533334690542, 1787733481.736472, 1, 1, 226548603500291
1787733481.736558, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548603558500
1787733481.736605, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548603603333
1787733481.736632, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548603629250
1787733481.736684, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548603682083
1787733481.736706, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 226548603719833
1787733481.736784, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 226548603783458
1787733481.736808, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 226548603808833
1787733481.736872, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 226548603870291
1787733481.736891, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 226548603890166
1787733481.736951, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 226548603949166
1787733481.736972, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 226548603970875
1787733481.737021, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 226548604018916
1787733481.737040, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 226548604039083
1787733481.737087, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 226548604084375
1787733481.737103, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 226548604101291
1787733481.737150, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 226548604147875
1787733481.737166, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 226548604163208
1787733481.737207, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 226548604203666
1787733481.737221, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 226548604218125
1787733481.737261, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 226548604258583
1787733481.737280, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 137272569046331521932097099533334690542, 1787733481.736472, 1, 1, 226548604281250
1787733481.737352, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 319109279627228549859773873176726822371, 1787733481.737335, 2, 1, 226548604350958
1787733481.737388, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548604387208
1787733481.737423, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548604421166
1787733481.737448, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548604445958
1787733481.737478, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548604475541
1787733481.737496, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 226548604494875
1787733481.737548, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 226548604545875
1787733481.737563, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 226548604559958
1787733481.737598, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 226548604594875
1787733481.737612, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 226548604610791
1787733481.737658, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 226548604655083
1787733481.737672, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 226548604670208
1787733481.737716, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 226548604713291
1787733481.737732, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 226548604730791
1787733481.737777, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 226548604774250
1787733481.737791, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 226548604788041
1787733481.737841, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 226548604839125
1787733481.737856, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 226548604853791
1787733481.737895, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 226548604891958
1787733481.737909, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 226548604906458
1787733481.737946, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 226548604943000
1787733481.737958, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 319109279627228549859773873176726822371, 1787733481.737335, 2, 1, 226548604955666
1787733481.738012, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 72873804523059869530786119427216707193, 1787733481.737998, 3, 1, 226548605009416
1787733481.738041, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548605039208
1787733481.738069, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548605065916
1787733481.738089, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548605086416
1787733481.738115, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548605112000
1787733481.738134, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 226548605131041
1787733481.738160, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 226548605156583
1787733481.738175, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 226548605173333
1787733481.738215, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 226548605212083
1787733481.738234, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 226548605231166
1787733481.738259, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 226548605255708
1787733481.738277, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 226548605276458
1787733481.738328, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 226548605325750
1787733481.738342, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 226548605339125
1787733481.738377, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 226548605373375
1787733481.738389, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 226548605386666
1787733481.738426, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 226548605422875
1787733481.738438, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 226548605435041
1787733481.738471, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 226548605467791
1787733481.738483, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 226548605480666
1787733481.738518, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 226548605514958
1787733481.738536, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 72873804523059869530786119427216707193, 1787733481.737998, 3, 1, 226548605535375
1787733481.738591, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 292652282779456013782710383957418490731, 1787733481.738578, 4, 1, 226548605588250
1787733481.738617, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548605614041
1787733481.738639, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548605636500
1787733481.738655, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548605653416
1787733481.738699, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548605696208
1787733481.738713, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 226548605710541
1787733481.738750, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 226548605746958
1787733481.738763, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 226548605760083
1787733481.738800, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 226548605796708
1787733481.738812, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 226548605809416
1787733481.738846, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 226548605843208
1787733481.738858, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 226548605855833
1787733481.738895, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 226548605892375
1787733481.738907, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 226548605904625
1787733481.738941, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 226548605937666
1787733481.738956, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 226548605954791
1787733481.739000, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 226548605998000
1787733481.739014, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 226548606011166
1787733481.739052, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 226548606048500
1787733481.739067, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 226548606066416
1787733481.739115, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 226548606112791
1787733481.739138, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 292652282779456013782710383957418490731, 1787733481.738578, 4, 1, 226548606135375
1787733481.739184, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 42675757476017108656682010352223264885, 1787733481.739170, 5, 1, 226548606182125
1787733481.739213, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548606209916
1787733481.739234, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548606231291
1787733481.739249, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548606246625
1787733481.739288, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548606285750
1787733481.739301, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, start, 226548606298166
1787733481.739336, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 2, run, end, 226548606332750
1787733481.739406, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, start, 226548606425625
1787733481.739534, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 3, run, end, 226548606533458
1787733481.739564, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, start, 226548606565375
1787733481.739630, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 4, run, end, 226548606627791
1787733481.739653, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, start, 226548606651666
1787733481.739688, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 5, run, end, 226548606685416
1787733481.739702, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, start, 226548606699708
1787733481.739740, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 6, run, end, 226548606736958
1787733481.739756, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, start, 226548606755125
1787733481.739801, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 7, run, end, 226548606798666
1787733481.739821, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, start, 226548606819416
1787733481.739864, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 8, run, end, 226548606861583
1787733481.739878, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, start, 226548606875708
1787733481.739919, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 9, run, end, 226548606916208
1787733481.739934, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, end, 42675757476017108656682010352223264885, 1787733481.739170, 5, 1, 226548606931791
1787733481.740000, NoOp Chain Depth 10 Size 1024 Mode copy, pipeline - train, run, start, 288795569834219421758395034540778109050, 1787733481.739981, 6, 1, 226548606997375
1787733481.740030, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, start, 226548607027250
1787733481.740052, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 0, run, end, 226548607049208
1787733481.740066, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, start, 226548607064000
1787733481.740110, NoOp Chain Depth 10 Size 1024 Mode copy, Copy Stage 1, run, end, 226548607107541
