1787733519.414462, NoOp Chain Depth 10 Size 1048576 Mode ref, pipeline, prepare, start, 226586282491291
1787733519.415492, NoOp Chain Depth 10 Size 1048576 Mode ref, pipeline, prepare, end, 226586283267291
1787733519.415752, NoOp Chain Depth 10 Size 1048576 Mode ref, pipeline - train, run, start, 8086949598116263193284764910293389561, 1787733519.415724, 1, 1, 226586283526791
1787733519.415814, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 0, run, start, 226586283586416
1787733519.415863, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 0, run, end, 226586283632541
1787733519.415887, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 1, run, start, 226586283659791
1787733519.415949, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 1, run, end, 226586283720208
1787733519.415984, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 2, run, start, 226586283753375
1787733519.416025, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 2, run, end, 226586283794333
1787733519.416047, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 3, run, start, 226586283818125
1787733519.416100, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 3, run, end, 226586283869625
1787733519.416119, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 4, run, start, 226586283888000
1787733519.416160, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 4, run, end, 226586283928083
1787733519.416178, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 5, run, start, 226586283948125
1787733519.416228, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 5, run, end, 226586283997250
1787733519.416247, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 6, run, start, 226586284016666
1787733519.416288, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 6, run, end, 226586284056583
1787733519.416303, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 7, run, start, 226586284071416
1787733519.416339, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 7, run, end, 226586284107083
1787733519.416358, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 8, run, start, 226586284129625
1787733519.416409, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 8, run, end, 226586284178916
1787733519.416427, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 9, run, start, 226586284196333
1787733519.416465, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 9, run, end, 226586284233875
1787733519.416479, NoOp Chain Depth 10 Size 1048576 Mode ref, pipeline - train, run, end, 8086949598116263193284764910293389561, 1787733519.415724, 1, 1, 226586284249791
1787733519.416542, NoOp Chain Depth 10 Size 1048576 Mode ref, pipeline - train, run, start, 338251539155338436625161323401203381466, 1787733519.416527, 2, 1, 226586284310666
1787733519.416573, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 0, run, start, 226586284341458
1787733519.416598, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 0, run, end, 226586284366541
1787733519.416612, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 1, run, start, 226586284380416
1787733519.416647, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 1, run, end, 226586284415791
1787733519.416661, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 2, run, start, 226586284429208
1787733519.416694, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 2, run, end, 226586284462166
1787733519.416709, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 3, run, start, 226586284479708
1787733519.416751, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 3, run, end, 226586284520041
1787733519.416765, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 4, run, start, 226586284533166
1787733519.416800, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 4, run, end, 226586284568166
1787733519.416815, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 5, run, start, 226586284585000
1787733519.416856, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 5, run, end, 226586284624208
1787733519.416869, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 6, run, start, 226586284638291
1787733519.416904, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 6, run, end, 226586284671750
1787733519.416916, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 7, run, start, 226586284684333
1787733519.416950, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 7, run, end, 226586284719166
1787733519.416963, NoOp Chain Depth 10 Size 1048576 Mode ref, Ref Stage 8, run, start, 226586284731125
