1787037176.843411, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, start, 338103300603583
1787037176.847105, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline, prepare, end, 338103303734208
1787037176.848527, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, start, 110389913585139269134204851580396553434, 1787037176.848387, 1, 1, 338103305120375
1787037176.848841, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, start, 338103305423083
1787037176.849122, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, end, 338103305710708
1787037176.849349, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, start, 338103305936416
1787037176.850425, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, end, 338103307005916
1787037176.850655, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, start, 338103307235166
1787037176.851106, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, end, 338103307685416
1787037176.851249, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, start, 338103307831291
1787037176.851548, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, end, 338103308123458
1787037176.851677, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, start, 338103308254541
1787037176.852342, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, end, 338103308922500
1787037176.852513, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, start, 338103309089625
1787037176.853021, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, end, 338103309596583
1787037176.853141, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, start, 338103309719166
1787037176.853531, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 6, run, end, 338103310107541
1787037176.853748, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, start, 338103310325125
1787037176.854431, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 7, run, end, 338103311015500
1787037176.854578, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, start, 338103311155833
1787037176.854987, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 8, run, end, 338103311565000
1787037176.855130, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, start, 338103311707375
1787037176.855941, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 9, run, end, 338103312521833
1787037176.856075, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, end, 110389913585139269134204851580396553434, 1787037176.848387, 1, 1, 338103312653333
1787037176.856404, NoOp Chain Depth 10 Size 1048576 Mode copy, pipeline - train, run, start, 338650805304426070045426262945695889134, 1787037176.856319, 2, 1, 338103312986666
1787037176.856553, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, start, 338103313130208
1787037176.856676, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 0, run, end, 338103313253041
1787037176.856856, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, start, 338103313432750
1787037176.857265, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 1, run, end, 338103313841250
1787037176.857380, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, start, 338103313955916
1787037176.857705, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 2, run, end, 338103314282708
1787037176.857827, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, start, 338103314403791
1787037176.858205, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 3, run, end, 338103314781125
1787037176.858360, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, start, 338103314935541
1787037176.858596, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 4, run, end, 338103315171916
1787037176.858649, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, start, 338103315222750
1787037176.858926, NoOp Chain Depth 10 Size 1048576 Mode copy, Copy Stage 5, run, end, 338103315502958
