1787829991.696434, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline, prepare, start, 4892885184208
1787829991.696964, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline, prepare, end, 4892885437625
1787829991.697481, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 211749992714820374874111385395663405467, 1787829991.697383, 1, 1, 4892885956250
1787829991.697729, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 211749992714820374874111385395663405467, 1787829991.697383, 1, 1, 4892886206500
1787829991.698032, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 85059792370260335652388262043603644680, 1787829991.697957, 2, 1, 4892886507541
1787829991.698240, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 85059792370260335652388262043603644680, 1787829991.697957, 2, 1, 4892886710500
1787829991.698371, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 169645035775201278451913744659558316502, 1787829991.698333, 3, 1, 4892886842250
1787829991.698559, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 169645035775201278451913744659558316502, 1787829991.698333, 3, 1, 4892887034500
1787829991.698729, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 21750515480184684748315161406655465824, 1787829991.698668, 4, 1, 4892887201291
1787829991.698914, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 21750515480184684748315161406655465824, 1787829991.698668, 4, 1, 4892887384875
1787829991.699104, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 162685235551006659396001653920887883168, 1787829991.699037, 5, 1, 4892887578166
1787829991.699277, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 162685235551006659396001653920887883168, 1787829991.699037, 5, 1, 4892887753625
1787829991.699496, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 173433050121894078822629974079610494824, 1787829991.699426, 6, 1, 4892887970208
1787829991.699719, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 173433050121894078822629974079610494824, 1787829991.699426, 6, 1, 4892888189583
1787829991.699888, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 140475392942381355745315347572122281451, 1787829991.699832, 7, 1, 4892888362833
1787829991.700086, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 140475392942381355745315347572122281451, 1787829991.699832, 7, 1, 4892888561291
1787829991.700300, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 319661084062793367543904612445245174699, 1787829991.700209, 8, 1, 4892888776416
1787829991.700510, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 319661084062793367543904612445245174699, 1787829991.700209, 8, 1, 4892888983750
1787829991.700686, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 145291984101430814624742015319076119941, 1787829991.700629, 9, 1, 4892889159583
1787829991.700885, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 145291984101430814624742015319076119941, 1787829991.700629, 9, 1, 4892889360000
1787829991.701037, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 302320437021341478948304825029057813697, 1787829991.700993, 10, 1, 4892889506958
1787829991.701174, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 302320437021341478948304825029057813697, 1787829991.700993, 10, 1, 4892889649041
1787829991.701380, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 32598329650696049411890466460086586119, 1787829991.701320, 11, 1, 4892889855625
1787829991.701561, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 32598329650696049411890466460086586119, 1787829991.701320, 11, 1, 4892890034708
1787829991.701707, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 60669672561555731372685142479950486101, 1787829991.701670, 12, 1, 4892890181916
1787829991.701868, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 60669672561555731372685142479950486101, 1787829991.701670, 12, 1, 4892890337750
1787829991.701973, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 265562570800869836592822841120472452640, 1787829991.701943, 13, 1, 4892890443666
1787829991.702111, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 265562570800869836592822841120472452640, 1787829991.701943, 13, 1, 4892890582458
1787829991.702287, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 73966771756040137758736494893370933559, 1787829991.702227, 14, 1, 4892890760541
1787829991.702470, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 73966771756040137758736494893370933559, 1787829991.702227, 14, 1, 4892890945250
1787829991.702598, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 139586194357486027490604089577081050326, 1787829991.702562, 15, 1, 4892891068458
1787829991.702765, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 139586194357486027490604089577081050326, 1787829991.702562, 15, 1, 4892891239000
1787829991.702937, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 127520693714014174512671961217467800720, 1787829991.702888, 16, 1, 4892891407416
1787829991.703105, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, end, 127520693714014174512671961217467800720, 1787829991.702888, 16, 1, 4892891579500
1787829991.703224, NoOp Chain Depth 1 Size 0 Mode ref nolog, pipeline - train, run, start, 209545017323285715958409636231937803909, 1787829991.703187, 17, 1, 4892891693666
