1787833156.793797, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline, prepare, start, 8057950297333
1787833156.795575, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline, prepare, end, 8057951843458
1787833156.796241, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 286612298531255663979312031175771045236, 1787833156.796156, 1, 1, 8057952480958
1787833156.812106, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 286612298531255663979312031175771045236, 1787833156.796156, 1, 1, 8057968351916
1787833156.812360, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 185993766205893145471696016814437078343, 1787833156.812267, 2, 1, 8057968596750
1787833156.827101, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 185993766205893145471696016814437078343, 1787833156.812267, 2, 1, 8057983344500
1787833156.827326, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 319653604839744505507067560080135416592, 1787833156.827294, 3, 1, 8057983565541
1787833156.843964, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 319653604839744505507067560080135416592, 1787833156.827294, 3, 1, 8058000208125
1787833156.844237, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 191121057660939277793145619456928711019, 1787833156.844184, 4, 1, 8058000472541
1787833156.860384, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 191121057660939277793145619456928711019, 1787833156.844184, 4, 1, 8058016627500
1787833156.860676, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 33695705254371476859936668540788596005, 1787833156.860618, 5, 1, 8058016910541
1787833156.878366, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 33695705254371476859936668540788596005, 1787833156.860618, 5, 1, 8058034609750
1787833156.878629, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 288642906034206878372658158907430468747, 1787833156.878566, 6, 1, 8058034862458
1787833156.895302, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 288642906034206878372658158907430468747, 1787833156.878566, 6, 1, 8058051550000
1787833156.895584, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 58003508412769371995512618426849266545, 1787833156.895540, 7, 1, 8058051816541
1787833156.912191, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 58003508412769371995512618426849266545, 1787833156.895540, 7, 1, 8058068433541
1787833156.912406, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 259322237371231919625107724124183419618, 1787833156.912356, 8, 1, 8058068639250
1787833156.927954, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 259322237371231919625107724124183419618, 1787833156.912356, 8, 1, 8058084194666
1787833156.928185, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 334593821238523670352774497557898614768, 1787833156.928124, 9, 1, 8058084423541
1787833156.943964, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 334593821238523670352774497557898614768, 1787833156.928124, 9, 1, 8058100205458
1787833156.944181, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 56010934624637572704230917988693917471, 1787833156.944139, 10, 1, 8058100413458
1787833156.960187, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 56010934624637572704230917988693917471, 1787833156.944139, 10, 1, 8058116427833
1787833156.960321, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 55936642559993587620042819157730585602, 1787833156.960293, 11, 1, 8058116554041
1787833156.975539, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 55936642559993587620042819157730585602, 1787833156.960293, 11, 1, 8058131780625
1787833156.975683, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 69050292948096265701789779018872813766, 1787833156.975659, 12, 1, 8058131913041
1787833156.991730, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 69050292948096265701789779018872813766, 1787833156.975659, 12, 1, 8058147972875
1787833156.992239, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 69080886790058889653062968744206545888, 1787833156.992041, 13, 1, 8058148472666
1787833157.008032, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 69080886790058889653062968744206545888, 1787833156.992041, 13, 1, 8058164273875
1787833157.008308, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 11585033975639717487991761960459766855, 1787833157.008257, 14, 1, 8058164545875
1787833157.025208, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 11585033975639717487991761960459766855, 1787833157.008257, 14, 1, 8058181448000
1787833157.025442, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 182266055235291382541475008629726263853, 1787833157.025408, 15, 1, 8058181674375
1787833157.042221, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 182266055235291382541475008629726263853, 1787833157.025408, 15, 1, 8058198460708
1787833157.042409, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 232551656429193229841839393881437025807, 1787833157.042368, 16, 1, 8058198640541
1787833157.056163, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, end, 232551656429193229841839393881437025807, 1787833157.042368, 16, 1, 8058212403166
1787833157.056373, NoOp Chain Depth 10 Size 10485760 Mode copy nolog, pipeline - train, run, start, 298399099689703935393916726543609875999, 1787833157.056312, 17, 1, 8058212604500
