1787669916.952394, NoOp Chain Depth 32 Size 0 Mode ref, pipeline, prepare, start, 218093875202041
1787669916.953948, NoOp Chain Depth 32 Size 0 Mode ref, pipeline, prepare, end, 218093876529958
1787669916.954189, NoOp Chain Depth 32 Size 0 Mode ref, pipeline - train, run, start, 39980740724257712553643178797477960598, 1787669916.954165, 1, 1, 218093876771083
1787669916.954247, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 0, run, start, 218093876827166
1787669916.954295, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 0, run, end, 218093876872875
1787669916.954315, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 1, run, start, 218093876893791
1787669916.954390, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 1, run, end, 218093876969250
1787669916.954416, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 2, run, start, 218093876997333
1787669916.954477, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 2, run, end, 218093877055083
1787669916.954496, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 3, run, start, 218093877073541
1787669916.954539, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 3, run, end, 218093877116541
1787669916.954556, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 4, run, start, 218093877134000
1787669916.954601, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 4, run, end, 218093877178208
1787669916.954619, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 5, run, start, 218093877197833
1787669916.954665, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 5, run, end, 218093877242583
1787669916.954681, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 6, run, start, 218093877257708
1787669916.954718, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 6, run, end, 218093877294333
1787669916.954733, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 7, run, start, 218093877311166
1787669916.954773, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 7, run, end, 218093877349666
1787669916.954787, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 8, run, start, 218093877364375
1787669916.954825, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 8, run, end, 218093877402250
1787669916.954840, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 9, run, start, 218093877417583
1787669916.954879, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 9, run, end, 218093877455875
1787669916.954896, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 10, run, start, 218093877472708
1787669916.954930, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 10, run, end, 218093877506541
1787669916.954944, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 11, run, start, 218093877520541
1787669916.954979, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 11, run, end, 218093877556041
1787669916.954994, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 12, run, start, 218093877571083
1787669916.955028, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 12, run, end, 218093877604083
1787669916.955045, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 13, run, start, 218093877623291
1787669916.955093, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 13, run, end, 218093877669708
1787669916.955108, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 14, run, start, 218093877684708
1787669916.955149, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 14, run, end, 218093877726666
1787669916.955164, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 15, run, start, 218093877740416
1787669916.955196, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 15, run, end, 218093877772666
1787669916.955212, NoOp Chain Depth 32 Size 0 Mode ref, Ref Stage 16, run, start, 218093877789916
