1787039887.935335, NoOp Chain Depth 64 Size 0 Mode ref, pipeline, prepare, start, 340814371551666
1787039887.947095, NoOp Chain Depth 64 Size 0 Mode ref, pipeline, prepare, end, 340814382908458
1787039887.947908, NoOp Chain Depth 64 Size 0 Mode ref, pipeline - train, run, start, 76460037660527015585458570866954008677, 1787039887.947806, 1, 1, 340814383707916
1787039887.948134, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 0, run, start, 340814383927583
1787039887.948282, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 0, run, end, 340814384077291
1787039887.948445, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 1, run, start, 340814384236708
1787039887.948636, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 1, run, end, 340814384434041
1787039887.948777, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 2, run, start, 340814384569541
1787039887.948947, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 2, run, end, 340814384739250
1787039887.949092, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 3, run, start, 340814384883666
1787039887.949295, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 3, run, end, 340814385093708
1787039887.949388, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 4, run, start, 340814385177500
1787039887.949580, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 4, run, end, 340814385372416
1787039887.949675, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 5, run, start, 340814385464500
1787039887.949835, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 5, run, end, 340814385627916
1787039887.949996, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 6, run, start, 340814385786791
1787039887.950096, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 6, run, end, 340814385887000
1787039887.950251, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 7, run, start, 340814386041333
1787039887.950348, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 7, run, end, 340814386137541
1787039887.950496, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 8, run, start, 340814386286333
1787039887.950587, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 8, run, end, 340814386376083
1787039887.950633, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 9, run, start, 340814386421250
1787039887.950691, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 9, run, end, 340814386479125
1787039887.950733, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 10, run, start, 340814386521416
1787039887.950792, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 10, run, end, 340814386580375
1787039887.950835, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 11, run, start, 340814386622750
1787039887.950889, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 11, run, end, 340814386676750
1787039887.950930, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 12, run, start, 340814386718208
1787039887.951044, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 12, run, end, 340814386833458
1787039887.951094, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 13, run, start, 340814386883583
1787039887.951154, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 13, run, end, 340814386942666
1787039887.951265, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 14, run, start, 340814387054041
1787039887.951470, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 14, run, end, 340814387259208
1787039887.951521, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 15, run, start, 340814387310416
1787039887.951580, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 15, run, end, 340814387368041
1787039887.951622, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 16, run, start, 340814387410125
1787039887.951683, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 16, run, end, 340814387470958
1787039887.951863, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 17, run, start, 340814387652250
1787039887.952260, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 17, run, end, 340814388051250
1787039887.952354, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 18, run, start, 340814388143958
1787039887.952509, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 18, run, end, 340814388301125
1787039887.952628, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 19, run, start, 340814388423833
1787039887.952842, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 19, run, end, 340814388634458
1787039887.952897, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 20, run, start, 340814388686416
1787039887.952957, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 20, run, end, 340814388745000
1787039887.953002, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 21, run, start, 340814388791708
1787039887.953060, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 21, run, end, 340814388848416
1787039887.953106, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 22, run, start, 340814388895000
1787039887.953161, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 22, run, end, 340814388949125
1787039887.953201, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 23, run, start, 340814388989041
1787039887.953253, NoOp Chain Depth 64 Size 0 Mode ref, Ref Stage 23, run, end, 340814389041291
