1787733447.545400, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, start, 9852513383897492
1787733447.547594, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline, prepare, end, 9852513385660257
1787733447.547997, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 209032811989262798632794163245127464975, 1787733447.547963, 1, 1, 9852513386059520
1787733447.548053, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 9852513386122320
1787733447.548112, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 9852513386173424
1787733447.548139, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 9852513386202368
1787733447.553731, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 9852513391799415
1787733447.553765, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 9852513391828935
1787733447.560830, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 9852513398899884
1787733447.560866, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 9852513398931659
1787733447.567630, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 9852513405695697
1787733447.567662, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 9852513405726145
1787733447.574023, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 9852513412089286
1787733447.574055, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 9852513412120022
1787733447.580786, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 9852513418861500
1787733447.580898, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 9852513418977995
1787733447.587289, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 9852513425362897
1787733447.587394, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 9852513425490625
1787733447.593766, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 9852513431841159
1787733447.594004, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 9852513432083559
1787733447.598700, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 9852513436774063
1787733447.598823, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 9852513436918671
1787733447.603691, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 9852513441763127
1787733447.603801, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 209032811989262798632794163245127464975, 1787733447.547963, 1, 1, 9852513441898679
1787733447.604260, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 122054571337117786072541861929563887255, 1787733447.604080, 2, 1, 9852513442346742
1787733447.604535, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 9852513442619638
1787733447.604657, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 9852513442717894
1787733447.604801, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 9852513442886661
1787733447.610560, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 9852513448630316
1787733447.610732, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 9852513448820764
1787733447.611466, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 9852513449534299
1787733447.611562, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 9852513449639195
1787733447.612365, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 9852513450430073
1787733447.612577, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 9852513450650585
1787733447.613371, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 9852513451434664
1787733447.613474, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 9852513451545783
1787733447.614270, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 9852513452333142
1787733447.615059, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 9852513453172901
1787733447.616146, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 9852513454209651
1787733447.616285, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 9852513454363091
1787733447.617059, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 9852513455122498
1787733447.617548, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 9852513455619073
1787733447.618332, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 9852513456396464
1787733447.618430, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 9852513456501696
1787733447.619223, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 9852513457290158
1787733447.619353, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 122054571337117786072541861929563887255, 1787733447.604080, 2, 1, 9852513457427806
1787733447.619460, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 291128959062266940247391588189798153251, 1787733447.619432, 3, 1, 9852513457521918
1787733447.619507, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 9852513457570270
1787733447.619544, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 9852513457604222
1787733447.619570, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 9852513457633486
1787733447.620356, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 9852513458420925
1787733447.620383, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 9852513458445052
1787733447.621145, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 9852513459208699
1787733447.621171, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 9852513459232795
1787733447.621921, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 9852513459982858
1787733447.621951, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 9852513460013898
1787733447.622679, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 9852513460740569
1787733447.622708, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 9852513460770057
1787733447.623420, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 9852513461482680
1787733447.623456, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 9852513461517576
1787733447.624212, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 9852513462274678
1787733447.624233, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, start, 9852513462295990
1787733447.624951, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 7, run, end, 9852513463012661
1787733447.624973, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, start, 9852513463034517
1787733447.625704, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 8, run, end, 9852513463765972
1787733447.625733, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, start, 9852513463794756
1787733447.626437, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 9, run, end, 9852513464499459
1787733447.626465, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, end, 291128959062266940247391588189798153251, 1787733447.619432, 3, 1, 9852513464527603
1787733447.626546, NoOp Chain Depth 10 Size 10485760 Mode copy, pipeline - train, run, start, 247268848807860762708587072390816584292, 1787733447.626523, 4, 1, 9852513464607331
1787733447.626579, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, start, 9852513464641379
1787733447.626610, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 0, run, end, 9852513464669267
1787733447.626629, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, start, 9852513464691042
1787733447.627363, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 1, run, end, 9852513465426353
1787733447.627387, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, start, 9852513465447649
1787733447.628132, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 2, run, end, 9852513466195376
1787733447.628155, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, start, 9852513466217376
1787733447.628892, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 3, run, end, 9852513466954255
1787733447.628921, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, start, 9852513466982879
1787733447.629669, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 4, run, end, 9852513467731086
1787733447.629690, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, start, 9852513467752462
1787733447.630393, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 5, run, end, 9852513468453660
1787733447.630421, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, start, 9852513468482588
1787733447.631160, NoOp Chain Depth 10 Size 10485760 Mode copy, Copy Stage 6, run, end, 9852513469221723
